original_paper_ID,original_paper_bib,abstract,replication_score
O67,"Glenberg, A. M., & Kaschak, M. P. (2002). Grounding language in action. Psychonomic Bulletin & Review, 9(3), 558–565. https://doi.org/10.3758/BF03196313","We report a new phenomenon associated with language comprehension: theaction—sentence compatibility effect (ACE). Participants judged whether sentences were sensible by making a response that required moving toward or away from their bodies. When a sentence implied action in one direction (e.g., “Close the drawer” implies action away from the body), the participants had difficulty making a sensibility judgment requiring a response in the opposite direction. The ACE was demonstrated for three sentences types: imperative sentences, sentences describing the transfer of concrete objects, and sentences describing the transfer of abstract entities, such as “Liz told you the story.” These data are inconsistent with theories of language comprehension in which meaning is represented as a set of relations among nodes. Instead, the data support an embodied theory of meaning that relates the meaning of sentences to human action.",no
O68,"Dilley, L. C., & McAuley, J. D. (2008). Distal prosodic context affects word segmentation and lexical processing. Journal of Memory and Language, 59(3), 294–311. https://doi.org/10.1016/j.jml.2008.06.006","Three experiments investigated the role of distal (i.e., nonlocal) prosody in word segmentation and lexical processing. In Experiment 1, prosodic characteristics of the initial five syllables of eight-syllable sequences were manipulated; the final portions of these sequences were lexically ambiguous (e.g., note bookworm, notebook worm). Distal prosodic context affected the rate with which participants heard disyllabic final words, although identical acoustic material was judged. In Experiment 2, removing four syllables of initial context reduced the magnitude of the distal prosodic effect. Experiment 3 used a study-test recognition design; better recognition was demonstrated for visually-presented disyllabic words when these items were comprised of adjacent syllables previously heard in distal prosodic contexts predicted to facilitate perceptual grouping of these two syllables. Overall, this research identifies distal prosody as a new factor in word segmentation and lexical processing and provides support for a perceptual grouping hypothesis derived from principles of auditory perceptual organization.",yes
O69,"Linguistic Determinants of Bias in Conditional Reasoning—J. St. B. T. Evans, 1983. (n.d.). Retrieved March 20, 2023, from https://journals.sagepub.com/doi/10.1080/14640748308402151","An experiment is reported to test the hypothesis that a non-logical tendency known as “matching bias”, which occurs in conditional reasoning tasks, is linguistically determined. It is argued that the bias occurs because items which are not mentioned in the conditional rules appear to be “irrelevant” since they do not conform to the linguistic “topic” of the sentence. Logical cases can, however, be produced which always “match” the items named in the rules by introducing explicit negatives into the descriptions of the instances. As predicted, when this was done, the usual “matching bias” effect was significantly reduced as compared with the normal use of affirmative instances which implicitly negate components of the rules. The results show that linguistic factors have an important influence on subjects’ processing of problem information, and not simply on their initial representations of the logical rules.",yes
O70,"Levelt, W. J. M., Richardson, G., & La Heij, W. (1985). Pointing and voicing in deictic expressions. Journal of Memory and Language, 24(2), 133–164. https://doi.org/10.1016/0749-596X(85)90021-X","The present paper studies how, in deictic expressions, the temporal interdependency of speech and gesture is realized in the course of motor planning and execution. Two theoretical positions were compared. On the “interactive” view the temporal parameters of speech and gesture are claimed to be the result of feedback between the two systems throughout the phases of motor planning and execution. The alternative “ballistic” view, however, predicts that the two systems are independent during the phase of motor execution, the temporal parameters having been preestablished in the planning phase. In four experiments subjects were requested to indicate which of an array of referent lights was momentarily illuminated. This was done by pointing to the light and/or by using a deictic expression (this/that light). The temporal and spatial course of the pointing movement was automatically registered by means of a Selspot opto-electronic system. By analyzing the moments of gesture initiation and apex, and relating them to the moments of speech onset, it was possible to show that, for deictic expressions, the ballistic view is very nearly correct.",yes
O71,"Watson, J. M., Balota, D. A., & Sergent-Marshall, S. D. (2001). Semantic, phonological, and hybrid veridical and false memories in healthy older adults and in individuals with dementia of the Alzheimer type. Neuropsychology, 15, 254–267. https://doi.org/10.1037/0894-4105.15.2.254,","Five groups of participants (young, healthy old, healthy old-old, very mild dementia of the Alzheimer type [DAT], and mild DAT) studied 12-item lists of words that converged on a critical nonpresented word (cold) semantically (chill, frost, warm, ice), phonologically (code, told, fold, old), or in a hybrid list of both (chill, told, warm, old). The results indicate that (a) veridical recall decreased with age and dementia; (b) recall of the nonpresented items increased with age and remained fairly stable across dementia; and (c) false recall varied by list type, with hybrid lists producing superadditive effects. For hybrid lists, individuals with DAT were 3 times more likely to recall the critical nonpresented word than a studied word. When false memory was considered as a proportion of veridical memory, there was an increase in relative false memory as a function of age and dementia. Results are discussed in terms of age- and dementia-related changes in attention and memory.",yes
O71,"Watson, J. M., Balota, D. A., & Roediger III, H. L. (2003). Creating false memories with hybrid lists of semantic and phonological associates: Over-additive false memories produced by converging associative networks. Journal of Memory and Language, 49(1), 95–118. https://doi.org/10.1016/S0749-596X(03)00019-6","The present experiments assessed false memories for critical items (e.g., dog) following the presentation of semantic associates (e.g., hound, puppy), phonological associates (e.g., log, dot), or hybrid lists of semantic and phonological associates (e.g., hound, dot). Experiment 1 indicated that the addition of only three phonological associates to a list of 10 semantic associates doubled the recall of non-presented critical items. Experiment 2 indicated that embedding 18 semantic associates and 18 phonological associates within a single list led to greater false recall than the sum of the false recall effects produced by lists containing 18 semantic associates or lists containing 18 phonological associates. Experiment 3 explored this over-additivity and indicated that lists of 8 semantic associates and 8 phonological associates produced greater false recall and false recognition than the average produced in lists containing 16 semantic or 16 phonological associates. These studies provide converging evidence that lists of semantic and phonological associates produce over-additive false recall and false recognition of non-presented critical items relative to pure semantic or pure phonological lists. An activation-monitoring framework is presented that provides an account of the increased false memories elicited by hybrid lists of semantic and phonological associates. Experiment 3 also showed that the experience of remembering during recognition was driven more by semantic factors, whereas the experience of knowing was driven more by phonological factors.",yes
O72,"Baars, B. J., Motley, M. T., & MacKay, D. G. (1975). Output editing for lexical status in artificially elicited slips of the tongue. Journal of Verbal Learning and Verbal Behavior, 14(4), 382–391. https://doi.org/10.1016/S0022-5371(75)80017-X","It was shown previously that spoonerisms (such as bad goof—gad boof) can be elicited by having subjects articulate a target (bad goof) preceded by bias items which contain at least the initial phoneme (/g/) of the desired error outcome. The present study takes advantage of the fact that two very similar targets such as darn bore and dart board will often have very different outcomes (e.g., the error outcome barn door is meaningful while bart doard is not). Any systematic difference in the rate of errors between these types of targets must be attributable to processes which take place after recoding of the target into its corresponding slip. It is thus possible to directly evaluate the effect of editing processes which apply only to the error outcome, and not to the target word pair. It is demonstrated that for lexical (L) targets, L outcomes are significantly more frequent than nonsense (N) outcomes. For N targets, the same generalization obtains, but only in a context that contains lexical filler items. There is no difference in the overall spoonerism rate on the basis of the lexical status of the error outcome unless the context clearly contains other lexical items. In such a context, nonlexical outcomes appear to be suppressed. Theoretical implications are discussed.",partial
O73,"Yonelinas, A. P. (1994). Receiver-operating characteristics in recognition memory: Evidence for a dual-process model. Journal of Experimental Psychology: Learning, Memory, and Cognition, 20, 1341–1354. https://doi.org/10.1037/0278-7393.20.6.1341","Evidence is presented that recognition judgments are based on an assessment of familiarity, as is described by signal detection theory, but that a separate recollection process also contributes to performance. In 3 receiver-operating characteristics (ROC) experiments, the process dissociation procedure was used to examine the contribution of these processes to recognition memory. In Experiments 1 and 2, reducing the length of the study list increased the intercept (d') but decreased the slope of the ROC and increased the probability of recollection but left familiarity relatively unaffected. In Experiment 3, increasing study time increased the intercept but left the slope of the ROC unaffected and increased both recollection and familiarity. In all 3 experiments, judgments based on familiarity produced a symmetrical ROC (slope = 1), but recollection introduced a skew such that the slope of the ROC decreased.",no
O74,"Prior, A., & Macwhinney, B. (2010). A bilingual advantage in task switching*. Bilingualism: Language and Cognition, 13(2), 253–262. https://doi.org/10.1017/S1366728909990526","This study investigated the possibility that lifelong bilingualism may lead to enhanced efficiency in the ability to shift between mental sets. We compared the performance of monolingual and fluent bilingual college students in a task-switching paradigm. Bilinguals incurred reduced switching costs in the task-switching paradigm when compared with monolinguals, suggesting that lifelong experience in switching between languages may contribute to increased efficiency in the ability to shift flexibly between mental sets. On the other hand, bilinguals did not differ from monolinguals in the differential cost of performing mixed-task as opposed to single-task blocks. Together, these results indicate that bilingual advantages in executive function most likely extend beyond inhibition of competing responses, and encompass flexible mental shifting as well.",no
O75,"Dillon, B., Mishler, A., Sloggett, S., & Phillips, C. (2013). Contrasting intrusion profiles for agreement and anaphora: Experimental and modeling evidence. Journal of Memory and Language, 69(2), 85–103. https://doi.org/10.1016/j.jml.2013.04.003","We investigated the relationship between linguistic representation and memory access by comparing the processing of two linguistic dependencies that require comprehenders to check that the subject of the current clause has the correct morphological features: subject–verb agreement and reflexive anaphors in English. In two eye-tracking experiments we examined the impact of structurally illicit noun phrases on the computation of reflexive and subject–verb agreement. Experiment 1 directly compared the two dependencies within participants. Results show a clear difference in the intrusion profile associated with each dependency: agreement resolution displays clear intrusion effects in comprehension (as found by Pearlmutter et al., 1999, Wagers et al., 2009), but reflexives show no such intrusion effect from illicit antecedents (Sturt, 2003, Xiang et al., 2009). Experiment 2 replicated the lack of intrusion for reflexives, confirming the reliability of the pattern and examining a wider range of feature combinations. In addition, we present modeling evidence that suggests that the reflexive results are best captured by a memory retrieval mechanism that uses primarily syntactic information to guide retrievals for the anaphor’s antecedent, in contrast to the mixed morphological and syntactic cues used resolve subject–verb agreement dependencies. Despite the fact that agreement and reflexive dependencies are subject to a similar morphological agreement constraint, in online processing comprehenders appear to implement this constraint in distinct ways for the two dependencies.",no
O76,"Saffran, J. R., Aslin, R. N., & Newport, E. L. (1996). Statistical Learning by 8-Month-Old Infants. Science, 274(5294), 1926–1928. https://doi.org/10.1126/science.274.5294.1926","Learners rely on a combination of experience-independent and experience-dependent mechanisms to extract information from the environment. Language acquisition involves both types of mechanisms, but most theorists emphasize the relative importance of experience-independent mechanisms. The present study shows that a fundamental task of language acquisition, segmentation of words from fluent speech, can be accomplished by 8-month-old infants based solely on the statistical relationships between neighboring speech sounds. Moreover, this word segmentation was based on statistical learning from only 2 minutes of exposure, suggesting that infants have access to a powerful mechanism for the computation of statistical properties of the language input.",yes
O77,"Greene, S. B., Gerrig, R. J., Mckoon, G., & Ratcliff, R. (1994). Unheralded Pronouns and Management by Common Ground. Journal of Memory and Language, 33(4), 511–526. https://doi.org/10.1006/jmla.1994.1024","Pronouns are unheralded when they appear without an explicit antecedent in the immediate context. Speakers use such pronouns when they believe, by virtue of common ground with an addressee, that a referent is implicitly in the focus of attention. In a series of three experiments, we use unheralded pronouns to demonstrate the waxing and waning of the accessibility of discourse referents as a function of common ground. Subjects read stories in which two characters initially discussed a third (target) character. We show that, as the original two characters were separated and reunited, subjects became slower and faster to recognize a word that referred to the target character.",yes
O78,"When Words Compete: Levels of Processing in Perception of Spoken Words—Michael S. Vitevitch, Paul A. Luce, 1998. (n.d.). Retrieved March 18, 2023, from https://journals.sagepub.com/doi/10.1111/1467-9280.00064","Current theories of spoken-word recognition posit two levels of representation and process: lexical and sublexical. By manipulating probabilistic phonotactics and similarity-neighborhood density, we attempted to determine if these two levels of representation have dissociable effects on processing. Whereas probabilistic phonotactics have been associated with facilitatory effects on recognition, increases in similarity-neighborhood density typically result in inhibitory effects on recognition arising from lexical competition. Our results demonstrated that when the lexical level is invoked using real words, competitive effects of neighborhood density are observed. However, when strong lexical effects are removed by the use of nonsense word stimuli, facilitatory effects of phonotactics emerge. These results are consistent with a two-level framework of process and representation embodied in certain current models of spoken-word recognition.",no
O79,"McDermott, K. B. (1997). Priming on perceptual implicit memory tests can be achieved through presentation of associates. Psychonomic Bulletin & Review, 4(4), 582–586. https://doi.org/10.3758/BF03214353","Roediger and McDermott (1995) presented lists of semantic associates (e.g.,door, glass, pane, shade, ledge) to induce false recall of related, nonpresented words (e.g.,window). This study procedure was used in an attempt to determine whether associative activation of target words would be sufficient to produce priming on perceptual implicit memory tests. Priming of the nonpresented items occurred on both word stem completion and word fragment completion, but the level of priming was generally lower than for items that had been studied. Priming of the related, nonpresented words occurred on a conceptual implicit test of word association; further, the level of priming was equivalent to that of presented words.",yes
O80,"Brewer, G. A., & Unsworth, N. (2012). Individual differences in the effects of retrieval from long-term memory. Journal of Memory and Language, 66(3), 407–415. https://doi.org/10.1016/j.jml.2011.12.009","The current study examined individual differences in the effects of retrieval from long-term memory (i.e., the testing effect). The effects of retrieving from memory make tested information more accessible for future retrieval attempts. Despite the broad applied ramifications of such a potent memorization technique there is a paucity of research tailored toward scrutinizing variability in the effect. Multiple measures of working memory capacity, attention control, episodic memory, and general-fluid intelligence were collected in addition to performance in a standard paired-associate testing task. A testing effect was observed and there was a great deal of individual variability in the magnitude of the effect. This variability was best accounted for by memory and intelligence constructs. Furthermore, the pattern of results is consistent with the notion that students with poor memory abilities and lower general-fluid intelligence benefit more so from testing memory than high ability students.",no
O81,"Schreuder, R., Flores d’Arcais, G. B., & Glazenborg, G. (1984). Effects of perceptual and conceptual similarity in semantic priming. Psychological Research, 45(4), 339–354. https://doi.org/10.1007/BF00309710","The study investigates the different contributions to semantic priming of two components of the semantic representation underlying a word. The two components are perceptually based information and conceptually based information. “Perceptual” information is based on physical attributes such as shape or color, while “conceptual” information consists of more abstract elements such as functional attributes. The question asked in this study was whether both components would produce an effect in semantic priming. Pairs of words either related because of a conceptual property (banana-apple), a perceptual property (ball-apple), or both because of a perceptual and conceptual property (cherry-apple) were presented as prime and target in a lexical decision and a word-naming task. The results showed independent contributions of perceptual and conceptual attributes to semantic priming.",no
O82,"Potter, M. C., & Lombardi, L. (1990). Regeneration in the short-term recall of sentences. Journal of Memory and Language, 29(6), 633–654. https://doi.org/10.1016/0749-596X(90)90042-X","Verbatim short-term memory for a sentence has been taken as evidence for a surface representation different from the conceptual representation characteristic of longer-term memory. In seven experiments we investigated an alternative hypothesis: that immediate recall involves regeneration of the sentence from a conceptual representation, using words that have been recently activated. A key claim is that the activated lexical items are unordered. To test this hypothesis, a synonym of a word in the sentence was presented in a secondary task before or after the sentence, prior to recall. As predicted, these lure words were intruded frequently (Experiments 1 and 2), but only when supported by the meaning of the whole sentence (Experiments 3 and 4). In Experiment 5 as high an intrusion rate was obtained for sentences read in RSVP at 100 ms per word as at the 200 ms rate of the other experiments. Experiment 6 showed that listeners make even more lure-based intrusions than readers. In Experiment 7 4-year-old children made intrusions similar to those of adults. The results support the hypothesis that a sentence is regenerated in immediate recall from a representation of its meaning, using recently activated words. Only when the right set of words is active will recall be “verbatim.”",yes
O83,"Towse, J. N., Hitch, G. J., & Hutton, U. (1998). A Reevaluation of Working Memory Capacity in Children. Journal of Memory and Language, 39(2), 195–217. https://doi.org/10.1006/jmla.1998.2574. 

,","A common account of working memory capacity, and its development, incorporates the notion of limited mental resources being shared between processing and storage components. Working memory tasks are assumed to measure this capacity. However, recent data from children's performance at one such task, counting span, implicate forgetting over time as being more important than the capacity for resource-sharing. Three experiments investigated the role of temporal factors in more depth and breadth by varying the retention requirements in working memory tasks while holding constant the overall processing difficulty. Counting span, operation span, and reading span tests in 6- to 11-year-olds were all shown to decline as the retention interval of stimulus items is increased and, across tasks, there were no consistent effects from different concurrent storage loads on processing speed. It is suggested that among children, performance in these tasks does not reflect a trade-off between resources allocated to processing and storage and that caution should be adopted in interpreting working memory span in adult populations.",partial
O83,"Towse, J. N., Hitch, G. J., & Hutton, U. (2000). On the interpretation of working memory span in adults. Memory & Cognition, 28(3), 341–348. https://doi.org/10.3758/BF03198549

,","Experimental research into children’s working memory span has shown that retention duration contributes substantially to span performance, while processing efficiency need not be related to concurrent memory load (Towse, Hitch, & Hutton, 1998). These findings have been used to argue for a model of working memory span that emphasizes time-based forgetting rather than the popular resource-sharing or tradeoff framework. The present paper considers whether adults perform working memory span tasks in a qualitatively different way. Data from reading span and operation span tasks show that adults’ performance can be distinguished from that of children, but also that a task-switching model of working memory span can explain some important aspects of performance.",partial
O84,"Schotter, E. R., Angele, B., & Rayner, K. (2012). Parafoveal processing in reading. Attention, Perception & Psychophysics, 74(1), 5–35. https://doi.org/10.3758/s13414-011-0219-2","The present review summarizes research investigating how words are identified parafoveally (and foveally) in reading. Parafoveal and foveal processing are compared when no other concurrent task is required (e.g., in single-word recognition tasks) and when both are required simultaneously (e.g., during reading). We first review methodologies used to study parafoveal processing (e.g., corpus analyses and experimental manipulations, including gaze-contingent display change experiments such as the boundary, moving window, moving mask, and fast priming paradigms). We then turn to a discussion of the levels of representation at which words are processed (e.g., orthographic, phonological, morphological, lexical, syntactic, and semantic). Next, we review relevant research regarding parafoveal processing, summarizing the extent to which words are processed at each of those levels of representation. We then review some of the most controversial aspects of parafoveal processing, as they relate to reading: (1) word skipping, (2) parafoveal-on-foveal effects, and (3) n + 1 and n + 2 preview benefit effects. Finally, we summarize two of the most advanced models of eye movements during reading and how they address foveal and parafoveal processing.",yes
O85,"Keil, F. C. (1983). On the emergence of semantic and conceptual distinctions. Journal of Experimental Psychology: General, 112, 357–385. https://doi.org/10.1037/0096-3445.112.3.357","Three studies investigated the development of children's knowledge of conceptual distinctions (a) between the ontological categories of events and all physical objects (E-PO) and (b) between animals, plants, and other physical objects (A-P-PO). Ss in Exp I were 8 children each from kindergarten, Grade 1, and Grade 4 and 16 undergraduates; Ss in Exp II were 24 other children, in groups like those in Exp I, and the same 16 adults; in Exp III, another 16 1st graders participated. Two patterns of development were seen. In the E-PO case, a totally new distinction was discovered, which seemed to occur in an all-or-none fashion. In the A-P-PO case, no new distinction was learned and the pattern of development was the opposite of that in the E-PO case. It is argued that the 2 patterns reflect basic types of developmental change that are linked to the organization of knowledge at the ontological level.",yes
O86,NA,NA,NA
O87,"Suomi, K., Mcqueen, J. M., & Cutler, A. (1997). Vowel Harmony and Speech Segmentation in Finnish. Journal of Memory and Language, 36(3), 422–444. https://doi.org/10.1006/jmla.1996.2495","Finnish vowel harmony rules require that if the vowel in the first syllable of a word belongs to one of two vowel sets, then all subsequent vowels in that word must belong either to the same set or to a neutral set. A harmony mismatch between two syllables containing vowels from the opposing sets thus signals a likely word boundary. We report five experiments showing that Finnish listeners can exploit this information in an on-line speech segmentation task. Listeners found it easier to detect words likehymyat the end of the nonsense stringpuhymy(where there is a harmony mismatch between the first two syllables) than in the stringpyhymy(where there is no mismatch). There was no such effect, however, when the target words appeared at the beginning of the nonsense string (e.g.,hymypuvshymypy). Stronger harmony effects were found for targets containing front harmony vowels (e.g.,hymy) than for targets containing back harmony vowels (e.g.,paloinkypaloandkupalo). The same pattern of results appeared whether target position within the string was predictable or unpredictable. Harmony mismatch thus appears to provide a useful segmentation cue for the detection of word onsets in Finnish speech.",yes
O88,"C.J Brainerd, V.F Reyna, R Kneer. False-recognition reversal: When similarity is distinctive. Journal of Memory and Language, 34 (1995), pp. 157-185","On a recognition test, if presentation of a memory target (e.g., CAT) is used to prime-related distractors (e.g., ANIMAL, DOG), common sense and global memory theories expect that false-recognition rates will increase relative to unrelated distractors. However, counterintuitively, fuzzy-trace theory predicts that false-recognition rates will decrease and that, in some instances, related distractors will be easier to reject than unrelated distractors. In five experiments, this reversal of the usual false-recognition effect was observed for associates, category exemplars, category names, and rhymes. False-recognition reversals increased with age, with amount of target repetition, with degree of target priming, and decreased with length of retention interval.",no
O89,"Zhang, T., van Heuven, W. J. B., & Conklin, K. (2011). Fast Automatic Translation and Morphological Decomposition in Chinese-English Bilinguals. Psychological Science, 22(10), 1237–1242. https://doi.org/10.1177/0956797611421492","In this study, we investigated automatic translation from English to Chinese and subsequent morphological decomposition of translated Chinese compounds. In two lexical decision tasks, Chinese-English bilinguals responded to English target words that were preceded by masked unrelated primes presented for 59 ms. Unbeknownst to participants, the Chinese translations of the words in each critical pair consisted of a fully opaque compound word (i.e., a compound with two constituent morphemes that were semantically unrelated to the compound) and a monomorphemic word that was either the first or the second morpheme of the compound. The data revealed that bilinguals responded faster to English word pairs whose Chinese translations repeated the first morpheme than to English word pairs whose Chinese translations did not repeat the first morpheme, but no effect of hidden second-morpheme repetition was found. This effect of hidden first-morpheme repetition suggests that participants translated English words to Chinese and decomposed the translated compounds into their constituent morphemes. Because the primes were presented for only 59 ms, translation and morphological decomposition must be fast and automatic.",no
O90,"Frauenfelder, U. H., Segui, J., & Dijkstra, T. (1990). Lexical effects in phonemic processing: Facilitatory or inhibitory. Journal of Experimental Psychology. Human Perception and Performance, 16(1), 77–91. https://doi.org/10.1037//0096-1523.16.1.77","This article addresses the questions of how and when lexical information influences phoneme identification in a series of phoneme-monitoring experiments in which conflicting predictions of autonomous and interactive models were evaluated. Strong facilitatory lexical effects (reflected by large differences in detection latencies to targets in words and matched nonwords) were found only when targets came after the uniqueness point of the target-bearing word. Furthermore, no evidence was obtained for lexically mediated inhibition on phoneme identification as predicted by the interactive activation model TRACE. These results taken together point to strong limitations in the way in which lexical information can affect the perception of unambiguous speech.",yes
O91,"G.O. Stone, M.D. Vanhoy, G.C. Van Orden,.Perception is a two-way street: Feedforward and feedback phonology in visual word recognition. Journal of Memory and Language, 36 (1997), pp. 337-359","The influence of phonology on visual word perception tasks is often indexed by the presence or absence ofconsistency effects.Consistency concerns whether there exists more than one way to pronounce a spelling body (e.g., _INT as in HINT and PINT versus _EAP as in HEAP and LEAP). The present study considers a similar factor.Feedbackconsistency concerns whether there is more than one way to spell a pronunciation body (e.g., /_ip/ as in HEAP and DEEP versus /_Ob/ as in PROBE and GLOBE). Two experiments demonstrate a robust feedback consistency effect in visual lexical decision. Words with phonologic bodies that can be spelled more than one way (e.g., _EAP as in HEAP) produce slower correct “yes” responses than words with phonologic bodies that can be spelled only one way (e.g., _OBE as in PROBE). This result constitutes strong support for feedback, top-down models of performance in word perception tasks. Furthermore, the data suggest that previous tests of consistency effects may be misleading because they did not take into account feedback consistency.",yes
